Key,Source,Context,Max Line Width,English,Francais,German
canBoiledWater,items,Item Food,,煮沸された水,,Boiled Water
canBoiledWaterDesc,items,Item Food,,飲水は煮沸された水を飲むのが安全です。素材があれば、お茶等さらに効果の高い飲み物を作れます。,,Boiled water is safe to drink. Probably.
canCatfood,items,Item Food,,キャットフード,,Can of Cat Food
canCatfoodDesc,items,Item Food,,ネコが夢中になる味付けと、必要な栄養素をバランスよく配合したキャットフードです。\nキャットフードです。大事なことなので二回言いました。,,"A can of Meow Chow is a delicacy. For cats. You are not eating this, are you?"
canChicken,items,Item Food,,チキンレーション,,Chicken Ration
canChickenDesc,items,Item Food,,原産国表示はありませんが、確かにチキンの味がします。,,"Tastes like chicken. Well, really old synthetic chicken with dirt on it"
canChili,items,Item Food,,激辛チリ缶,,Can of Chili
canChiliDesc,items,Item Food,,舌触り良く、一口でペロリと食べられますが、あとから訪れる火のような辛さのために、あとから水分を補給した方がいいです。,,Stash Chili goes down smooth but watch out for the fiery finish Paco.
canDogfood,items,Item Food,,ドッグフード,,Can of Dog Food
canDogfoodDesc,items,Item Food,,お肉たっぷり！グレインフリー！\nそのヨダレを拭いてください。,,You always wished for the life of a dog. Enjoy!
canHam,items,Item Food,,Shamwayハム缶,,Can of Ham
canHamDesc,items,Item Food,,shamwayハムは合成肉コンテスト最高ランクを連続受賞。ランチの王様。\nshamwayグループ主力商品です。,,A can of high quality Shamway ham the number 1 maker of meat-like products. The lunch of champions.
canLamb,items,Item Food,,ラム肉レーション,,Lamb Rations
canLambDesc,items,Item Food,,世界が終わった今、おいしい子羊のお肉が食べられる機会は、これを食べることでしか実現出来ません。,,Lamb rations are great when the world has ended and your on the lamb.
canMiso,items,Item Food,,MISOスープ缶,,Can of Miso
canMisoDesc,items,Item Food,,ジャパニーズスタイルレストランの味を再現したMISOスープ。\n遺伝子組み換え大豆100％使用で常温でもおいしく飲めるよう加工されています。,,It's time to soup it up with some Miso soup mmm mmm good.
canMurkyWater,items,Item Food,,濁った水入り缶,,Can of Murky Water
canMurkyWaterDesc,items,Item Food,,濁った水(can murky Water)が入っています。そのままでは飲むと赤痢の恐れがあります。キャンプファイアで煮沸すれば、安全に飲めるようになるでしょう。,,Not so appealing but it will have to do. Can be boiled at camfire to purify it.
canPasta,items,Item Food,,パスタの缶詰,,Can of Pasta
canPastaDesc,items,Item Food,,本場イタリアンパスタの味を再現し、缶に封じ込めました。,,Now that's Italian! Che figata!
canPears,items,Item Food,,Can of Pears,,Can of Pears
canPearsDesc,items,Item Food,,旬の洋ナシをそのまま缶詰にしました。\nその洋ナシ体型の維持に最適です。,,Maintain that perfect pear shape by eating canned pears.
canPeas,items,Item Food,,サヤエンドウの缶詰,,Can of Peas
canPeasDesc,items,Item Food,,皿いっぱいのエンドウ豆！圧倒的な量！君の目にはエンドウ豆しか見えない。もはや君はエンドウ豆なのだ。,,You and your can of peas will be like two peas in a pod and you'll get your daily vegetables.
canSalmon,items,Item Food,,サーモンの缶詰,,Can of Salmon
canSalmonDesc,items,Item Food,,サーモンはヘルシーでウェイストランドでは物足りないかもしれませんが、美味しく楽しめるでしょう。,,Enjoy this healthy can of salmon.
canSoup,items,Item Food,,チキンスープの缶詰,,Chicken Soup
canSoupDesc,items,Item Food,,チキンスープを飲んで一息つけば、体と魂を癒やしてくれます。,,Chicken soup can keep the body and the soul together.
canStock,items,Item Food,,だし汁スープの缶詰,,Can of Stock
canStockDesc,items,Item Food,,濃厚なだし汁（Stock）。ストックスープをストックしましょう（ダジャレ）,,Stock up on stock or you could eat it now.
canTuna,items,Item Food,,ツナ缶,,Can of Tuna
canTunaDesc,items,Item Food,,ツナ缶はウェイストランドのニワトリより美味しいと評判です。,,A can of tuna or better known as the chicken of the wasteland.
charredMeat,items,Item Food,,こんがり肉,,Charred Meat
charredMeatDesc,items,Item Food,,こんがり肉（charred meat）。若干焦げて、喉は渇くものの、美味しく食べられます。\n持っているとニオイを発します。,,Charred meat is better than raw meat. It will dehydrate you but boost your wellness. Can attract zombies if carried.
coffee,items,Item Food,,コーヒー,,Coffee
coffeeBeans,items,Item Food,,コーヒー豆,,Coffee Beans
coffeeBeansDesc,items,Item Food,,コーヒー豆（coffee beans）。キャンプファイアでコーヒーを淹れるか、耕した土に植えて栽培出来ます。,,Brew coffee at a campfire or plant the beans in fertile dirt to grow coffee plants.
coffeeDesc,items,Item Food,,コーヒーは翼を授ける。飲むとぽかぽか暖かくなり、スタミナを回復し続けます。\n飲めば飲むほど時間が延長されますが、失われる水分量に注意してください。,,"Coffee gives you energy, keeps your stamina up and helps you stay warm for a limited time."
cornBread,items,Item Food,,コーンブレッド,,Corn Bread
cornBreadDesc,items,Item Food,,コーンブレッド（corn bread）は、わずかながらも満腹度と健康値を押し上げる優良食品です。,,A piece of corn bread can fill you up and improve your wellness.
cornMeal,items,Item Food,,コーンミール,,Corn Meal
cornMealDesc,items,Item Food,,コーンを粉状にした食品（corn meal）で、そのまま食べられますが、キャンプファイアで色々なレシピとして使われることの方が一般的です。,,Corn meal is used in several recipes at the campfire.
cornOnTheCob,items,Item Food,,スイートコーン,,Corn on the Cob
cornOnTheCobDesc,items,Item Food,,甘く茹で上がったコーン（corn on the cob）は、スタミナと満腹度と健康値をわずかですが押し上げます。,,Corn on the cob can fill you up and up your wellness.
egg,items,Item Food,,生タマゴ,,Egg
eggboiled,items,Item Food,,茹でタマゴ,,Boiled Egg
eggboiledDesc,items,Item Food,,茹でタマゴ（boiled egg）は、満腹度と健康地をわずかですが押し上げます。,,A boiled egg can fill you up and offers a small wellness boost.
eggDesc,items,Item Food,,戦前ですら生タマゴを(egg)食べられることは難しいことでした。ウェイストランドの生タマゴは100％食中毒になるでしょう。\nキャンプファイアのレシピで使う方が利口です。,,Eggs can be eaten raw but should be cooked. Used in several campfire recipes
foodHoney,items,Item Food,,ハチミツ,,Jar of Honey
foodHoneyDesc,items,Item Food,,ウェイストランドの巨大化した蜂が創りだすハチミツ（food honey）は奇跡の飲み物として重宝されています。\nスタミナを回復し、健康値を押し上げ、感染ステージ1を完全に直してくれます。,,"Honey is one of mother nature's miracles, it restores stamina, gives wellness & can cure the first stage of an infection."
foodYuccaFruit,items,Item Food,,ユッカフルーツ,,Yucca Fruit
foodYuccaFruitDesc,items,Item Food,,インディアンはサボテンを食用としていました。ウェイストランドでもそれは変わりません。ユッカフルーツ（food yucca）はサボテンから取得出来ます。,,Yucca fruit is edible and can be harvested from cacti.
foodYuccaJuice,items,Item Food,,ユッカジュース,,Yucca Juice
foodYuccaJuiceDesc,items,Item Food,,ユッカジュース（yucca juice）は喉を潤して、体温を冷やしてくれます。さらに盛ったティラノサウルスのスタミナを与えてくれます。,,"Yucca juice can cool you, hydrate you, and give you the stamina of a sexual tyrannosaurus. "
grilledMeat,items,Item Food,,グリル網焼き肉,,Grilled Meat
grilledMeatDesc,items,Item Food,,これぞ肉！余分な脂が落ちた美味しい肉（grilled meat）。もあなたの満腹度と健康値を押し上げます。ゾンビに食べられないように注意しましょう。,,"Meat! Meat on fire! Good! Nutritious, filling and will boost your wellness. Can attract zombies if carried."
meatStew,items,Item Food,,ごろっとお肉入りシチュー,,Meat Stew
meatStewDesc,items,Item Food,,肉メインのシチュー（meat stew）。これが食べられたら、あなたも一人前のサバイバー！\nこの最高の料理は満足度と健康値を大きく押し上げます。,,A survivor isn't worth his salt if he can't make a meat stew. Raises wellness too!
moldyBread,items,Item Food,,カビたパン,,Moldy Bread
moldyBreadDesc,items,Item Food,,食べると食中毒のリスクがあります。そんなリスクを侵すよりも、キャンプファイアとビーカーがあれば、抗ウイルス薬を作り出す材料になります。,,Eat at your own risk. Can be used to craft antibiotics at a campfire with a beaker.
potato,items,Item Food,,ジャガイモ,,Potato
potatoDesc,items,Item Food,,ジャガイモ（potato）はキャンプファイアでいくつかのレシピにしようされます。\n種にして栽培することができます。食糧問題の解決の一手となるでしょう。,,"Potatoes can be eaten, crafted into seeds or used in several recipes at the campfire."
rawMeat,items,Item Food,,生の獣肉,,Raw Meat
rawMeatDesc,items,Item Food,,生のまま食べられますが、食中毒のリスクがあります。\n一手間かかってもキャンプファイアで調理するのがオススメです。,,"Meat can be eaten raw but is better charred, grilled, boiled or made into stews at a campfire. Can attract zombies if carried."
shamSandwich,items,Item Food,,抹茶サンド,,Old Sham Sandwich
shamSandwichDesc,items,Item Food,,薄く焼いたサクサク抹茶クッキーとホワイトチョコレートの黄金比コラボスイーツ。なわけはなく、カビに覆われたサンドウィッチです。,,A really old sham sandwich made by Shamway. It will take away the hunger but there's a risk that comes with it.
vegetableStew,items,Item Food,,ゴロッと野菜シチュー,,Vegetable Stew
vegetableStewDesc,items,Item Food,,野菜メインのシチュー（vegetable stew）。ウェイストランドに放り出されてもｶｰﾁｬﾝの言いつけを守って野菜を取る君は親孝行者だ。\nありがとう。ｶｰﾁｬﾝ。,,Your mom always said eat your vegetables. Now's your chance to make her happy and guess what? They're good for you.
44MagBullet,items,Item Gun,,.44マグナム弾,,.44 Magnum Round
44MagBulletDesc,items,Item Gun,,.44マグナムの弾薬。クラフトするにはperkを購入する必要があります。,,A .44 Magnum round used as firearm ammunition. Can be crafted once you've purchased the perk.
blunderbuss,items,Item Gun,,ラッパ銃,,Blunderbuss
blunderbussAmmo,items,Item Gun,,ラッパ銃弾薬,,Blunderbuss Ammo
blunderbussAmmoDesc,items,Item Gun,,ラッパ銃に込める弾薬です。\nフォージ不要で、バックパック・ワークベンチで火薬と、そこら辺に小石やクズ鉄を紙で包めばクラフト完成！,,Blunderbuss ammo can be made with paper and gun powder plus scrap iron or small rocks.
blunderbussDesc,items,Item Gun,,このハンドメイドの銃（blunderbuss）は、非常に近い距離での射撃でダメージが期待出来ます。,,"A primitive muzzle loader can be crafted from pipes, forged iron, wood and springs. Effective at very close ranges."
buckshot,items,Item Gun,,鉛球,,Buckshot
buckshotDesc,items,Item Gun,,ショットガン弾薬の素材です（buckshot）。perkを購入すると、フォージでクラフト出来るようになります。,,Buckshot used to make shotgun ammo can be crafted at a forge with clay and lead after buying the ammo perk.
commonShotgunPartsGroupDesc,items,Item Gun,,ショットガン用パーツ。組立てるにはperkが必要です。,,A common part for shotguns. Assemble with other parts to create a complete shotgun once you've read the right schematic.
crossbow,items,Item Gun,,クロスボウ,,Crossbow
crossbowBolt,items,Item Gun,,クロスボウボルト,,Crossbow Bolt
crossbowBoltDesc,items,Item Gun,,クロスボウ用のボルト。他のボルトと入れ替えるには、リロードキーを長押ししてください。,,Ammo for the crossbow. Hold reload to use alternate ammo.
crossbowDesc,items,Item Gun,,クロスボウは木の弓より大きいダメージを対象に与えます。出血によるダメージも期待できます。,,A crossbow does more damage than a wooden bow. Good for hunting and not making noise. Hold reload to use alternate ammo.
dynamite,items,Item Gun,,単発ダイナマイト,,Stick of Dynamite
dynamiteDesc,items,Item Gun,,投げると数秒後に爆発します。右クリック長押しで着火し、放すとその方向に投げます。,,A stick of dynamite can be lit with the secondary action & thrown with the primary action. The throwing part is very important.
explodingCrossbowBolt,items,Item Gun,,爆裂クロスボウボルト,,Exploding Crossbow Bolt
explodingCrossbowBoltDesc,items,Item Gun,,ただでさえ強力な鋼のクロスボウボルトに爆弾を取り付けてみた！次のホードが待ちきれない！,,Rifle grenades gone medieval. Ages 6 and up.
flashlight02,items,Item Gun,,懐中電灯,,Flashlight
flashlight02Desc,items,Item Gun,,手に持てば、夜道を明るく照らしてくれます（flashlight）。\n大抵の銃にも組み付けられます。,,A flashlight can be used for a light source by toggling on your light source action. It can also be attached to most guns.
gun44Magnum,items,Item Gun,,.44マグナム,,.44 Magnum
gun44MagnumDesc,items,Item Gun,,最も強力で、最も大きい音を立ててしまうハンドガンの王様。\nゾンビのわめき声にもう怯える必要はありません。やれるもんならやってみな！,,The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.
gunAK47,items,Item Gun,,AK-47アサルトライフル,,AK-47 Assault Rifle
gunAK47Desc,items,Item Gun,,ワルでカッコイイこのアサルトライフルは組立てる価値があります。\n分解・組み立て・修理にはperk購入が必要です。,,This badass AK-47 Assault Rifle uses 7.62mm ammo. Can be re-assembled and repaired if you read the schematic.
gunHuntingRifle,items,Item Gun,,ハンティングライフル,,Hunting Rifle
gunHuntingRifleDesc,items,Item Gun,,農民が使っていた狩猟用のライフル。\nGood hunting、サバイバー！,,"This common farmer's hunting rifle uses 7.62mm ammo. Can be assembled, repaired and augmented once you've read the schematic."
gunMP5,items,Item Gun,,サブマシンガン,,SMG
gunMP5Desc,items,Item Gun,,サブマシンガンを連射して、ウェイストランドにご機嫌なサウンドを奏でよう！\n分解・組み立て・修理にはperk購入が必要です。,,This ass-kicking submachine gun uses 10mm ammo. Can be re-assembled and repaired if you read the schematic.
gunPistol,items,Item Gun,,ピストル,,Pistol
gunPistolDesc,items,Item Gun,,標準的なピストル。\n分解・組み立て・修理にはピストル教則本を読む必要があります。,,A basic pistol. Uses 9mm ammo. Can be re-assembled and repaired if you read the pistol book.
gunPowder,items,Item Gun,,火薬,,Gun Powder
gunPowderDesc,items,Item Gun,,火薬（gun powder）は、弾薬や爆弾のクラフト材料になります。,,Gun powder made from coal and nitrate can be used to make your own ammo and explosives.
gunPumpShotgun,items,Item Gun,,ショットガン,,Shotgun
gunPumpShotgunDesc,items,Item Gun,,ショットガン（shotgun）。射程は短いですが、エイム無しで撃っても、ゾンビに致命的なダメージを与えます。ショットガン分解・組み立て・修理には設計図を読む必要があります。,,A long-barreled shotgun uses shells for ammo. Can be re-assembled and repaired if you read the Shotgun Schematic.
gunRocketLauncher,items,Item Gun,,ロケットランチャー,,Rocket Launcher
gunRocketLauncherDesc,items,Item Gun,,ロケットランチャー（rocket launcher）は対象に致命的なダメージを与えます。強化された壁であっても無事では済まないでしょう。,,A Rocket Launcher shoots rocket propelled grenades. Can be re-assembled & repaired once you've read the Rocket Launcher Schematic.
gunSawedOffPumpShotgun,items,Item Gun,,ソードオフショットガン,,Sawed-off Shotgun
gunSawedOffPumpShotgunDesc,items,Item Gun,,ソードオフショットガン（sawed off pump shotgun）は、通常のショットガンより射程が短いものの、ヒットすれば大ダメージを期待できます。\n自分で分解・組み立て・修理するには設計図を読む必要があります。,,A sawed-off shotgun fires shotgun shells. Can be re-assembled and repaired once you've read the schematic.
gunSniperRifle,items,Item Gun,,スナイパーライフル,,Sniper Rifle
gunSniperRifleDesc,items,Item Gun,,専用のスコープが取り付けられた狙撃銃（sniper rifle）。\n銃声はあるものの、聞こえない遠くからの精密射撃が可能です。,,A sniper rifle uses 7.62mm ammo and has a scope for zooming. Can be re-assembled and repaired once you've read the schematic.
ironCrossbowBolt,items,Item Gun,,鉄のクロスボウボルト,,Iron Crossbow Bolt
ironCrossbowBoltDesc,items,Item Gun,,木のクロスボウボルトより強力なダメージを与えます。装備を切り替える場合は、リロードキーを長押ししてください。,,An iron crossbow bolt does more damage than the basic wooden crossbow bolt. Hold reload to use alternate ammo.
minibikePartsGroupDesc,items,Item Gun,,ミニバイク（minibile）の部品。\n組立てるには、設計図を読み、ミニバイクシャシーを地面に置く必要があります。,,A part of the minibike. Assemble with other parts and set into a placed chassis once you've read the schematic.
parts44Magnum_cylinder,items,Item Gun,,.44マグナムシリンダー,,.44 Magnum Cylinder
parts44Magnum_frame,items,Item Gun,,.44マグナムフレーム,,.44 Magnum Frame
parts44Magnum_grip,items,Item Gun,,.44マグナムグリップ,,.44 Magnum Grip
parts44Magnum_parts,items,Item Gun,,.44マグナムパーツ,,.44 Magnum Parts
parts44MagnumGroupDesc,items,Item Gun,,.44マグナム（magnum）の部品。\n組立てるには、エンフォーサーマガジンを読む必要があります。,,A part of the .44 Magnum. Assemble with other parts to create a complete revolver once you've read the Enforcer Magazine.
partsAK47_barrel,items,Item Gun,,AK-47バレル,,AK-47 Barrel
partsAK47_parts,items,Item Gun,,AK-47パーツ,,AK-47 Parts
partsAK47_receiver,items,Item Gun,,AK-47レシーバー,,AK-47 Receiver
partsAK47_stock,items,Item Gun,,AK-47ストック,,AK-47 Stock
partsAK47GroupDesc,items,Item Gun,,AK-47アサルトライフルの部品。\n組立てるには、設計図を読む必要があります。,,A part of the AK-47 Assault Rifle. Assemble with other parts to create a complete Ak-47 once you've read the schematic.
partsHuntingRifle_barrel,items,Item Gun,,ハンティングライフルバレル,,Hunting Rifle Barrel
partsHuntingRifle_parts,items,Item Gun,,ハンティングライフルパーツ,,Hunting Rifle Parts
partsHuntingRifle_receiver,items,Item Gun,,ハンティングライフルレシーバー,,Hunting Rifle Receiver
partsHuntingRifle_stock,items,Item Gun,,ハンティングライフルストック,,Hunting Rifle Stock
partsHuntingRifleGroupDesc,items,Item Gun,,ハンティングライフル（hunting rifle）の部品。\n組立てるには、設計図を読む必要があります。,,A part of the hunting rifle. Assemble with other parts to create a complete hunting rifle once you've read the schematic.
partsMP5_barrel,items,Item Gun,,サブマシンガンバレル,,SMG Barrel
partsMP5_parts,items,Item Gun,,サブマシンガンパーツ,,SMG Parts
partsMP5_receiver,items,Item Gun,,サブマシンガンレシーバー,,SMG Receiver
partsMP5_stock,items,Item Gun,,サブマシンガンストック,,SMG Stock
partsMP5GroupDesc,items,Item Gun,,サブマシンガン（smg）の部品。\n組立てるには、設計図を読む必要があります。,,A part of the Submachine Gun. Assemble with other parts to create a complete SMG once you've read the schematic.
partsPistol_barrel,items,Item Gun,,ピストルバレル,,Pistol Barrel
partsPistol_grip,items,Item Gun,,ピストルグリップ,,Pistol Grip
partsPistol_parts,items,Item Gun,,ピストルパーツ,,Pistol Parts
partsPistol_receiver,items,Item Gun,,ピストルレシーバー,,Pistol Receiver
partsPistolGroupDesc,items,Item Gun,,ピストル（pistol）の部品。\n組立てるにはピストル教則本を読む必要があります。,,A part of the pistol. Assemble with other parts to create a complete pistol once you've read the pistol book.
partsPumpShotgun_barrel,items,Item Gun,,ショットガンロングバレル,,Shotgun Long Barrel
partsPumpShotgun_barrelShort,items,Item Gun,,ショットガンショートバレル,,Shotgun Short Barrel
partsPumpShotgun_parts,items,Item Gun,,ショットガンパーツ,,Shotgun Parts
partsPumpShotgun_receiver,items,Item Gun,,ショットガンレシーバー,,Shotgun Receiver
partsPumpShotgun_stock,items,Item Gun,,ショットガンストック,,Shotgun Stock
partsPumpShotgun_stockShort,items,Item Gun,,ショットガンショートストック,,Shotgun Short Stock
partsPumpShotgunGroupDesc,items,Item Gun,,ショットガンの部品。\n組立てるには、設計図を読む必要があります。,,A part of the long-barrel shotgun. Assemble with other parts to create a complete shotgun once you've read the shotgun schematic.
partsPumpShotgunShortGroupDesc,items,Item Gun,,ソードオフショットガンの部品。\n組立てるには、設計図を読む必要があります。,,A part of the sawed-off shotgun. Assemble with other parts to create a complete shotgun once you've read the schematic.
partsRocketLauncher_barrel,items,Item Gun,,ロケットランチャーバレル,,Rocket Launcher Barrel
partsRocketLauncher_parts,items,Item Gun,,ロケットランチャーパーツ,,Rocket Launcher Parts
partsRocketLauncher_receiver,items,Item Gun,,ロケットランチャーレシーバー,,Rocket Launcher Receiver
partsRocketLauncher_stock,items,Item Gun,,ロケットランチャーストック,,Rocket Launcher Stock
partsRocketLauncherGroupDesc,items,Item Gun,,ロケットランチャー（Rocket Launcher）の部品。\n組立てるには、設計図を読む必要があります。,,A part of the rocket launcher. Assemble with other parts to create a complete rocket launcher once you've read the schematic.
partsSniperRifle_barrel,items,Item Gun,,スナイパーライフルバレル,,Sniper Rifle Barrel
partsSniperRifle_parts,items,Item Gun,,スナイパーライフルパーツ,,Sniper Rifle Parts
partsSniperRifle_receiver,items,Item Gun,,スナイパーライフルレシーバー,,Sniper Rifle Receiver
partsSniperRifle_stock,items,Item Gun,,スナイパーライフルストック,,Sniper Rifle Stock
partsSniperRifleGroupDesc,items,Item Gun,,スナイパーライフル（Sniper Rifle）の部品。\n組立てるには、設計図を読む必要があります。,,A part of the sniper rifle. Assemble with other parts to create a complete sniper rifle once you've read the schematic
pipeBomb,items,Item Gun,,パイプ爆弾,,Pipe Bomb
pipeBombDesc,items,Item Gun,,お手製手榴弾（pipe bomb)。右クリックで点火、左クリックで投げます。\n数秒後に爆発します。,,"Make pipe bombs with gun powder, pipes & plant fibers. Light them with the secondary action & throw them with the primary action."
rocket,items,Item Gun,,ロケット弾,,Rocket
rocketCasing,items,Item Gun,,ロケット弾のケース,,Rocket Casing
rocketCasingDesc,items,Item Gun,,ロケット弾(Rocket)のクラフトの素材です。,,A rocket casing is used to make ammo for the rocket launcher.
rocketTip,items,Item Gun,,ロケット弾の弾頭,,Rocket Tip
rocketTipDesc,items,Item Gun,,ロケット弾(Rocket)のクラフトの素材です。,,A rocket tip is used to make ammo for the rocket launcher.
shotgunShell,items,Item Gun,,ショットガン弾薬,,Shotgun Shell
shotgunShellDesc,items,Item Gun,,ショットガンの弾薬(shotgun shell)です。\n作成するにはperkを購入してください。,,A shotgun shell used for all shotguns. Can be crafted after buying the ammo perk.
steelCrossbowBolt,items,Item Gun,,鋼のクロスボウボルト,,Steel Crossbow Bolt
steelCrossbowBoltDesc,items,Item Gun,,鉄のクロスボウボルトより強力なボルト(Steel Crossbow Bolt)です。装備を買えるには、リロードキーを長押ししてください。,,A steel crossbow bolt does more damage than the iron crossbow bolt. Hold reload to use alternate ammo.
bloodBag,items,Item Medical,,輸血パック,,Blood Bag
bloodBagDesc,items,Item Medical,,あなたの血液型に合う輸血パック（blood bag）を見つけました。そのまま使えばわずかに体力・スタミナ・水分量が回復します。\nその他、大幅に体力を回復してくれる救急キットのクラフトに必要です。,,Use blood bags to restore a little health or to craft first aid kits.
bloodDrawKit,items,Item Medical,,採血キット,,Blood Draw Kit
bloodDrawKitDesc,items,Item Medical,,採血キット（blood draw kit）。あなた自らの血液を採血し、輸血パックを作ります。\n救急キットの乱造、ダメ。絶対。,,Use blood draw kits to make blood bags. These are used to craft first aid kits.
firstAidKit,items,Item Medical,,救急キット,,First Aid Kit
firstAidKitDesc,items,Item Medical,,救急キット（first Aid kit）は出血状態を治療し、体力を大きく回復します。,,A first aid kit can stop bleeding and restore a lot of health.
splint,items,Item Medical,,添え木,,Splint
splintDesc,items,Item Medical,,添え木（spling）。捻挫・骨折状態を治療します。完全な治癒までには時間がかかります。完全に治療されるまでは高い所から落ちないほうが良いです。,,Use splints to mend sprained or broken limbs. Splints do not protect against further injury.
vitamins,items,Item Medicine,,ビタミン剤,,Vitamins
vitaminsDesc,items,Item Medicine,,ビタミン剤（vitamins）はあなたの健康値をわずかに上げ、赤痢ステージ１を治療します。,,Vitamins improve your wellness and can cure early stages of dysentery.
clubBarbed,items,Item Melee,,有刺鉄線棍棒,,Barbed Club
clubBarbedDesc,items,item Melee,,有刺鉄線を巻き付けた棍棒（barbed club）です。高い確率で出血ダメージと会心の一撃が発生します。,,A club with barbs. Added chance for bleeding.
clubIron,items,Item Melee,,鉄で強化した棍棒,,Iron Reinforced Club
clubIronDesc,items,Item Melee,,木の棍棒に鉄を貼り付け強化した棍棒（Iron club）です。,,"Like a wooden club, but more durable and does more damage."
clubSpiked,items,Item Melee,,釘バット,,Spiked Club
clubSpikedDesc,items,Item Melee,,鋭い釘が飛び出した凶悪な棍棒（Spiked club）です。かなり高い確率で出血ダメージと会心の一撃が発生します。,,A badass club with sharp spikes. Added chance for bleeding.
clubWood,items,Item Melee,,木の棍棒,,Wooden Club
clubWoodDesc,items,Item Melee,,木でできた棍棒です（wooden club）。石斧より膝や頭蓋骨を破壊するのに向いています。,,A wooden club. Good for breaking knees and skulls.
tazasStoneaxe,items,Item Melee,,ターザ酋長の石斧,,Taza's Stone Axe
tazasStoneaxeDesc,items,Item Melee,,かつてインディアンの酋長のみが使えたレア石斧（taza stone axe）。これを振るったアパッチ族は無敗という伝説が残っているとかいないとか。,,"Taza's stone axe is a rare, powerful, ancient Indian artifact. The Apache believed those who wielded it were invincible in battle."
q_basicSurvival,items,Item Quest Note,,基本サバイバル術ノート,,Basic Survival Quest Note
q_basicSurvivalDesc,items,Item Quest Note,,不可解なノートの切れ端。私はこれをどこでどのように得たか記憶に無い。,,A mysterious note from a stranger. I don't know how I got it.
auger,items,Item Tool,,ドリル,,Auger
augerDesc,items,Item Tool,,俺たちは、1分前の俺たちよりも進化する\n1回転すればほんの少しだが前に進む！\nそれが…ドリル（auger）なんだよ！！,,Rock out with your auger out and be the envy of every miner when they see you sporting this sexy gas-powered auger.
chainsaw,items,Item Tool,,チェーンソー,,Chainsaw
chainsawDesc,items,Item Tool,,大きな木やゾンビを素早く倒せるチェーンソー（chainsaw）。ｶﾞｿﾘﾝを燃料として使用。\n7dtdでは対象をバラバラにするのは苦手なようです。,,Chop down the biggest trees or zombies faster than Paul Bunyan with this great chainsaw that uses gasoline for fuel.
clawHammer,items,Item Tool,,ネイルハンマー,,Claw Hammer
clawHammerDesc,items,Item Tool,,ネイルハンマー（claw hammer）。壁などを素早く修理したりアップグレードしたりするのに向いていますが、武器としての性能は高くないです。,,The claw hammer is great for repairing and upgrading base walls and not bad as a weapon.
fireaxeIron,items,Item Tool,,鉄の消防斧,,Iron Fireaxe
fireaxeIronDesc,items,Item Tool,,鉄製の斧(fireaxe)。木を伐採するのに向いており、ゾンビを切断する確率も高めです。,,The fireaxe is good for harvesting wood and has a better chance to dismember than most weapons.
fireaxeSteel,items,Item Tool,,鋼の消防斧,,Steel Fireaxe
fireaxeSteelDesc,items,Item Tool,,鋼製の斧(Steel Fireaxe)。鉄製より木を伐採するのに向いており、ゾンビを切断する確率もかなり高めです。,,The steel fireaxe has a durable blade and is great for harvesting wood. It has a better chance to dismember than most weapons.
hoeIron,items,Item Tool,,鉄の園芸用クワ,,Iron Garden Hoe
hoeIronDesc,items,Item Tool,,鉄製のクワ（iron hoe）。やせた土を植物を植えるための肥沃な土に変えるのに向いています。\n耕した土には、ジャガイモやトウモロコシが植えられます。,,The iron gardening hoe is great tool for turning poor soil into fertile soil for planting crops.
hoeSteel,items,Item Tool,,鋼の園芸用クワ,,Steel Garden Hoe
hoeSteelDesc,items,Item Tool,,鋼性のクワ（steel hoe）やせた土を植物を植えるための肥沃な土に変える最高のツールです。\n耕した土には、ジャガイモやトウモロコシが植えられます。,,The steel garden hoe is the best tool for turning poor soil into fertile soil for planting crops.
nailgun,items,Item Tool,,ネイルガン,,Nailgun
nailgunDesc,items,Item Tool,,ネイルガン（nailgun）は建材ブロックの修理とアップグレードするための最高のツールです。\n釘があれば、遠距離武器として使えますが、他の武器に持ち変えるのをオススメします。,,The nail gun is the best tool for repairing and upgrading base walls and not a bad weapon to boot if you have nails.
partsAuger_blade,items,Item Tool,,ドリルの刃,,Auger Blade
partsAuger_bladeDesc,items,Item Tool,,ドリル(Auger)の部品です。組立てるには、設計図を読む必要があります。,,A part of a an auger. Assemble with other parts to create a complete auger once you've read the schematic.
partsAuger_parts,items,Item Tool,,ドリルのパーツ,,Auger Parts
partsAuger_partsDesc,items,Item Tool,,ドリル(Auger)の部品です。組立てるには、設計図を読む必要があります。,,A part of a an auger. Assemble with other parts to create a complete auger once you've read the schematic.
partsChainsaw_blade,items,Item Tool,,チェーンソーの刃,,Chainsaw Blade
partsChainsaw_bladeDesc,items,Item Tool,,チェーンソー(Chainsaw)の部品です。組立てるには、設計図を読む必要があります。,,A part of a chainsaw. Assemble with other parts to create a complete chainsaw once you've read the schematic.
partsChainsaw_parts,items,Item Tool,,チェーンソーのパーツ,,Chainsaw Parts
partsChainsaw_partsDesc,items,Item Tool,,チェーンソー(Chainsaw)の部品です。組立てるには、設計図を読む必要があります。,,A part of a chainsaw. Assemble with other parts to create a complete chainsaw once you've read the chainsaw schematic.
partsHandlebars,items,Item Tool,,ハンドル,,Handlebars
